,Hour,TARGET,DHI,DNI,WS,RH,T
255,7,3.3786572560000003,21,326,0.5,64.42,-3.6
256,8,10.51127417,33,619,0.8,61.37,-2.7
257,8,18.39448721,44,754,1.0,56.17,-1.5
258,9,23.93128766,56,739,1.1,53.82,-0.3
259,9,28.24805591,73,695,1.4,50.79,0.5
260,10,36.97549483,63,876,1.6,48.32,1.4
261,10,40.82297428,69,879,1.8,46.63,1.9
262,11,44.10733903,70,904,2.0,45.24,2.4
263,11,47.20413355,71,943,2.1,44.6,2.6
264,12,47.76709973,70,951,2.2,43.95,2.8
265,12,44.95175004,77,888,2.3,43.95,2.8
266,13,35.75494106,121,603,2.5,43.76,2.8
267,13,32.09509228,110,582,2.5,44.7,2.5
268,14,26.93366003,112,491,2.4,44.81,2.3
269,14,20.55230119,98,402,2.2,46.76,1.7
270,15,19.98937822,55,659,1.9,49.67,1.0
271,15,14.35880416,40,675,1.3,55.36,-0.5
272,16,7.038745519,28,526,0.7,59.59,-2.0
273,16,1.126199283,10,146,0.7,59.59,-2.0
274,17,0.0,0,0,0.3,64.8,-4.0
275,17,0.0,0,0,0.6,66.28,-4.3
276,18,0.0,0,0,1.0,64.52,-4.5
277,18,0.0,0,0,1.3,65.09,-4.6
278,19,0.0,0,0,1.6,62.03,-4.7
279,19,0.0,0,0,1.7,62.5,-4.8
280,20,0.0,0,0,1.8,59.73,-4.9
281,20,0.0,0,0,1.9,59.28,-4.8
282,21,0.0,0,0,2.0,56.1,-4.6
283,21,0.0,0,0,2.1,55.27,-4.4
284,22,0.0,0,0,2.1,54.12,-4.3
285,22,0.0,0,0,2.1,54.12,-4.3
286,23,0.0,0,0,2.1,53.04,-4.4
287,23,0.0,0,0,2.1,54.25,-4.7
288,0,0.0,0,0,2.2,53.12,-4.9
289,0,0.0,0,0,2.3,53.52,-5.0
290,1,0.0,0,0,2.4,52.59,-5.1
291,1,0.0,0,0,2.4,52.59,-5.1
292,2,0.0,0,0,2.3,52.76,-5.1
293,2,0.0,0,0,2.2,53.16,-5.2
294,3,0.0,0,0,2.0,54.2,-5.3
295,3,0.0,0,0,1.8,55.02,-5.5
296,4,0.0,0,0,1.7,55.92,-5.6
297,4,0.0,0,0,1.6,56.35,-5.7
298,5,0.0,0,0,1.4,57.11,-5.8
299,5,0.0,0,0,1.4,57.55,-5.9
300,6,0.0,0,0,1.3,57.65,-5.9
301,6,0.0,0,0,1.3,57.21,-5.8
302,7,0.0,0,0,1.3,57.25,-5.7
303,7,3.378690673,19,382,1.7,52.28,-4.5
304,8,10.4174922,29,654,2.2,49.92,-3.3
305,8,18.20690842,37,783,2.5,45.67,-2.1
306,9,21.77294686,61,639,2.8,43.85,-1.0
307,9,26.84046347,75,646,3.1,40.48,0.1
308,10,31.81404587,86,674,3.3,39.83,1.1
309,10,37.06913757,84,752,3.5,37.62,1.9
310,11,36.97500719,123,615,3.7,38.34,2.6
311,11,40.72859122,104,722,3.8,36.96,3.1
312,12,41.47916632,98,747,4.0,38.13,3.5
313,12,42.13602988,76,826,3.9,37.87,3.6
314,13,42.41751576,63,902,3.8,39.14,3.7
315,13,39.41454911,59,906,3.6,39.42,3.6
316,14,35.28544465,55,904,3.3,41.15,3.5
317,14,29.09191482,50,861,2.7,42.98,2.9
318,15,19.61373217,57,638,2.0,48.93,2.2
319,15,11.3554559,49,427,1.6,52.93,1.1
320,16,5.537024773,30,326,1.1,53.65,0.0
321,16,0.844630898,8,71,1.1,53.65,0.0
322,17,0.0,0,0,1.0,54.22,-0.8
323,17,0.0,0,0,1.2,55.83,-1.2
324,18,0.0,0,0,1.3,56.2,-1.7
325,18,0.0,0,0,1.6,57.88,-2.1
326,19,0.0,0,0,1.9,57.85,-2.5
327,19,0.0,0,0,2.2,57.92,-2.5
328,20,0.0,0,0,2.5,56.35,-2.5
329,20,0.0,0,0,2.7,55.94,-2.4
330,21,0.0,0,0,2.8,54.96,-2.4
331,21,0.0,0,0,2.8,54.96,-2.4
332,22,0.0,0,0,2.8,54.27,-2.5
333,22,0.0,0,0,2.8,54.67,-2.6
334,23,0.0,0,0,2.8,53.64,-2.7
335,23,0.0,0,0,2.8,53.97,-2.8
0,0,0.0,0,0,1.0,53.0,15.7
1,0,0.0,0,0,1.1,53.34,15.6
2,1,0.0,0,0,1.1,51.42,15.5
3,1,0.0,0,0,1.1,52.08,15.3
4,2,0.0,0,0,1.1,51.9,15.1
5,2,0.0,0,0,1.1,52.91,14.8
6,3,0.0,0,0,1.1,55.14,14.4
7,3,0.0,0,0,1.1,56.22,14.1
8,4,0.0,0,0,1.0,58.91,13.8
9,4,0.0,0,0,1.1,58.15,14.0
10,5,0.0,0,0,1.1,60.25,14.1
11,5,2.158126381,18,105,1.5,54.02,15.8
12,6,8.632353705,49,308,1.9,52.46,17.4
13,6,16.88910921,71,456,1.4,47.76,18.9
14,7,25.99003397,90,560,1.0,46.62,20.4
15,7,35.27830919,105,634,1.5,42.54,21.9
16,8,44.47245434,120,688,2.0,37.76,23.4
17,8,53.10365496,131,728,2.3,35.56,24.4
18,9,60.98409237,141,757,2.6,32.37,25.4
19,9,68.02034454,151,778,2.8,31.43,25.9
20,10,73.93059029999998,160,791,3.0,30.23,26.5
21,10,78.71526508,174,792,3.1,29.88,26.7
22,11,81.90497656,190,783,3.2,29.71,26.9
23,11,83.96901949,205,772,3.1,29.67,26.9
24,12,77.58925041,336,544,3.1,30.2,26.9
25,12,78.43380406,349,542,2.9,30.55,26.7
26,13,45.59673526,341,164,2.8,31.78,26.6
27,13,34.33835761,258,127,2.6,32.16,26.4
28,14,57.69988955,335,345,2.4,33.87,26.1
29,14,65.86267496,237,613,2.2,34.89,25.6
30,15,57.98198981,239,545,2.0,37.44,25.1
31,15,33.30717258,263,147,2.1,39.78,24.1
32,16,8.537988798999999,87,7,2.3,44.58,23.1
33,16,4.691202637,49,2,2.3,44.58,23.1
34,17,1.501217848,16,0,2.9,52.71,21.1
35,17,0.938271469,10,0,2.8,56.05,20.1
36,18,0.844453604,9,1,2.6,62.37,19.1
37,18,0.375316426,4,0,2.1,65.97,18.2
38,19,0.0,0,0,1.7,70.65,17.4
39,19,0.0,0,0,1.7,72.91,16.9
40,20,0.0,0,0,1.7,74.13,16.5
41,20,0.0,0,0,1.9,76.04,16.1
42,21,0.0,0,0,2.2,76.25,15.7
43,21,0.0,0,0,2.4,76.74,15.6
44,22,0.0,0,0,2.7,76.1,15.5
45,22,0.0,0,0,2.9,76.58,15.4
46,23,0.0,0,0,3.2,76.45,15.3
47,23,0.0,0,0,3.5,76.36,15.3
48,0,0.0,0,0,3.8,77.0,15.2
49,0,0.0,0,0,4.0,77.0,15.2
50,1,0.0,0,0,4.2,77.71,15.1
51,1,0.0,0,0,4.2,78.11,15.0
52,2,0.0,0,0,4.2,77.05,15.0
53,2,0.0,0,0,4.1,77.05,15.0
54,3,0.0,0,0,3.9,74.57,15.1
55,3,0.0,0,0,3.8,74.09,15.2
56,4,0.0,0,0,3.7,71.88,15.2
57,4,0.0,0,0,3.6,70.51,15.5
58,5,0.0,0,0,3.5,67.4,15.7
59,5,2.064267571,17,105,3.4,62.14,17.0
60,6,6.849509715,37,260,3.4,55.54,18.4
61,6,10.97771585,45,305,3.1,48.46,20.6
62,7,11.82186963,52,224,2.8,37.28,22.8
63,7,14.26102086,97,129,2.9,33.46,24.6
64,8,31.80520008,162,346,3.1,21.22,26.4
65,8,40.81157862,256,301,3.0,20.14,27.3
66,9,37.15224192,314,122,3.0,17.08,28.2
67,9,45.22031011,347,184,2.7,16.41,28.9
68,10,62.20090225,354,390,2.5,15.47,29.6
69,10,74.95956725,330,560,2.3,14.94,30.2
70,11,82.0891875,246,723,2.2,14.65,30.7
71,11,87.24869562,154,870,2.2,14.31,31.1
72,12,88.18656279,145,883,2.3,14.39,31.4
73,12,87.52985434,150,874,2.4,14.39,31.4
74,13,84.1524041,189,805,2.5,14.71,31.5
75,13,76.74115709,292,619,2.6,14.88,31.3
76,14,76.55361006,164,807,2.7,15.24,31.2
77,14,68.76728507,199,706,2.7,15.67,30.7
78,15,58.91690642,232,572,2.7,16.28,30.2
79,15,53.38201278,178,630,2.7,16.75,29.7
80,16,45.59548214,148,624,2.7,17.61,29.1
81,16,35.46315278,142,520,2.7,17.61,29.1
82,17,23.54872407,134,323,2.3,20.46,27.4
83,17,10.6956951,89,94,1.8,23.28,25.2
84,18,5.629449352999999,52,49,1.3,34.89,23.0
85,18,3.377714167,25,155,1.3,37.52,21.8
86,19,0.187653262,2,12,1.3,40.66,20.6
87,19,0.0,0,0,1.2,41.98,20.1
88,20,0.0,0,0,1.2,43.18,19.6
89,20,0.0,0,0,1.1,45.1,18.9
90,21,0.0,0,0,0.9,46.28,18.2
91,21,0.0,0,0,0.9,48.05,17.6
92,22,0.0,0,0,0.9,47.03,17.0
93,22,0.0,0,0,1.0,47.93,16.7
94,23,0.0,0,0,1.1,44.44,16.4
95,23,0.0,0,0,1.3,45.59,16.0
96,0,0.0,0,0,1.4,42.22,15.7
97,0,0.0,0,0,1.5,43.32,15.3
98,1,0.0,0,0,1.6,40.85,14.9
99,1,0.0,0,0,1.6,41.92,14.5
100,2,0.0,0,0,1.6,40.44,14.1
101,2,0.0,0,0,1.5,40.97,13.9
102,3,0.0,0,0,1.5,39.92,13.6
103,3,0.0,0,0,1.4,40.44,13.4
104,4,0.0,0,0,1.3,39.01,13.3
105,4,0.0,0,0,1.3,38.76,13.4
106,5,0.0,0,0,1.2,37.44,13.6
107,5,1.782800054,16,85,1.4,32.5,15.8
108,6,7.600165979,46,255,1.6,27.14,18.1
109,6,16.32595945,71,443,1.7,24.27,19.9
110,7,26.55264474,84,605,1.7,21.29,21.6
111,7,36.02839665,98,678,2.0,19.32,23.2
112,8,45.31617061,110,730,2.4,18.13,24.8
113,8,54.2286333,121,771,2.5,16.99,25.9
114,9,62.29656865,131,799,2.7,17.43,26.9
115,9,69.42621190000001,138,821,2.8,16.53,27.8
116,10,75.52379604,145,836,2.9,16.6,28.6
117,10,80.68318606,145,856,3.0,15.94,29.3
118,11,84.6228765,144,873,3.1,15.62,30.0
119,11,86.78028442,149,872,3.1,15.27,30.4
120,12,87.34279948,155,864,3.2,15.28,30.8
121,12,86.49835939,161,852,3.2,15.19,30.9
122,13,83.77760305,176,818,3.1,15.58,31.0
123,13,77.86728665,206,737,3.0,15.66,30.9
124,14,74.48999225,197,741,2.8,16.32,30.8
125,14,54.50746019,322,344,2.6,16.81,30.3
126,15,42.87443413,311,211,2.3,17.96,29.8
127,15,26.83193874,240,75,2.1,18.8,29.0
128,16,26.08159571,224,100,1.9,20.61,28.3
129,16,9.475687648,93,17,1.9,20.61,28.3
130,17,7.974772715,77,22,1.3,26.57,26.2
131,17,11.44635828,82,153,1.1,29.38,24.5
132,18,7.036819426,56,117,0.9,39.77,22.9
133,18,2.43945755,23,39,1.3,42.25,21.9
134,19,0.093826425,1,0,1.7,45.92,20.8
135,19,0.0,0,0,2.1,47.65,20.2
136,20,0.0,0,0,2.6,50.87,19.5
137,20,0.0,0,0,3.1,51.51,19.3
138,21,0.0,0,0,3.5,52.16,19.0
139,21,0.0,0,0,3.6,53.14,18.7
140,22,0.0,0,0,3.7,53.56,18.5
141,22,0.0,0,0,3.5,54.57,18.2
142,23,0.0,0,0,3.3,54.94,17.9
143,23,0.0,0,0,3.0,55.99,17.6
144,0,0.0,0,0,2.8,55.51,17.4
145,0,0.0,0,0,2.4,56.57,17.1
146,1,0.0,0,0,2.0,56.41,16.8
147,1,0.0,0,0,1.8,57.49,16.5
148,2,0.0,0,0,1.6,57.74,16.2
149,2,0.0,0,0,1.7,58.86,15.9
150,3,0.0,0,0,1.7,59.33,15.6
151,3,0.0,0,0,1.7,60.09,15.4
152,4,0.0,0,0,1.7,60.13,15.2
153,4,0.0,0,0,1.8,59.37,15.4
154,5,0.0,0,0,1.8,58.21,15.6
155,5,1.032136054,11,3,2.2,53.94,16.8
156,6,4.597636325,44,37,2.6,49.96,18.0
157,6,10.88399689,83,145,2.3,44.94,19.7
158,7,17.45159993,125,186,2.0,38.62,21.4
159,7,29.64846585,150,397,1.7,35.26,22.9
160,8,42.22022038,142,607,1.5,30.19,24.4
161,8,51.60181087,149,679,1.4,28.11,25.6
162,9,56.94888365,204,606,1.2,25.79,26.8
163,9,65.48587727,198,683,1.4,24.47,27.7
164,10,69.51941971,247,627,1.5,23.57,28.6
165,10,78.71318831,160,816,1.7,22.88,29.1
166,11,82.09008995,178,805,1.9,22.7,29.7
167,11,70.45659658,285,525,1.9,22.44,29.9
168,12,34.71222825,325,50,2.0,22.99,30.1
169,12,15.76126262,161,8,2.0,23.26,29.9
170,13,48.59727983,344,199,2.0,24.55,29.8
171,13,67.54863965,328,464,2.1,25.12,29.4
172,14,46.34612696,387,133,2.1,27.45,28.9
173,14,44.47010775,358,155,2.1,28.62,28.2
174,15,50.47495439,238,437,2.1,32.28,27.4
175,15,53.85299344,144,700,2.0,34.02,26.5
176,16,42.78263931,155,564,1.9,39.03,25.5
177,16,30.58583424,161,370,1.9,39.03,25.5
178,17,26.92735513,112,494,1.6,47.25,23.6
179,17,17.92051227,91,386,1.5,50.49,22.5
180,18,9.664058026000001,62,253,1.4,59.99,21.4
181,18,2.627148561,24,56,1.5,63.47,20.5
182,19,0.093827559,1,3,1.6,69.3,19.7
183,19,0.0,0,0,1.7,71.04,19.3
184,20,0.0,0,0,1.8,74.65,18.8
185,20,0.0,0,0,1.9,76.53,18.4
186,21,0.0,0,0,2.0,78.81,18.0
187,21,0.0,0,0,2.1,79.81,17.8
188,22,0.0,0,0,2.1,80.56,17.5
189,22,0.0,0,0,2.1,81.58,17.3
190,23,0.0,0,0,2.2,80.4,17.2
191,23,0.0,0,0,2.2,81.42,17.0
192,0,0.0,0,0,2.1,79.81,16.8
193,0,0.0,0,0,2.1,80.22,16.7
194,1,0.0,0,0,2.0,77.0,16.6
195,1,0.0,0,0,1.9,77.99,16.4
196,2,0.0,0,0,1.8,74.67,16.3
197,2,0.0,0,0,1.6,75.63,16.1
198,3,0.0,0,0,1.5,74.17,15.8
199,3,0.0,0,0,1.4,75.12,15.6
200,4,0.0,0,0,1.3,74.52,15.3
201,4,0.0,0,0,1.3,74.05,15.4
202,5,0.0,0,0,1.3,73.41,15.5
203,5,1.970437227,16,131,1.9,66.74,17.0
204,6,8.350753759,40,380,2.4,63.72,18.6
205,6,16.88888644,56,545,2.4,58.07,20.1
206,7,23.83172855,85,523,2.3,54.64,21.5
207,7,28.80398419,141,397,2.1,49.59,23.1
208,8,26.08262791,200,154,2.0,42.08,24.7
209,8,36.12126761,254,222,1.9,39.89,25.6
210,9,16.98151884,172,13,1.8,35.36,26.5
211,9,7.974720115,85,0,1.8,34.74,26.8
212,10,7.693234032999999,82,0,1.9,32.94,27.1
213,10,6.848884804,73,0,1.9,33.72,26.7
214,11,13.97930747,143,7,1.9,34.97,26.2
215,11,25.98860552,259,20,2.4,36.66,25.4
216,12,46.53596281,430,74,2.8,40.01,24.6
217,12,60.32840169,452,215,3.3,41.96,23.8
218,13,78.15560776,291,622,3.8,45.7,22.9
219,13,74.4026374,240,657,3.9,45.7,22.9
220,14,75.90382554,129,850,4.1,44.89,22.9
221,14,70.36819426,124,838,4.1,44.89,22.9
222,15,60.79811984,159,715,4.2,43.52,22.9
223,15,49.63325126,185,563,4.0,44.58,22.5
224,16,43.44101394,148,594,3.9,44.71,22.1
225,16,31.99435368,149,433,3.9,44.71,22.1
226,17,27.96024389,90,592,2.8,46.47,20.9
227,17,19.14084316,71,522,1.9,50.34,19.6
228,18,10.22737261,51,364,1.1,59.43,18.2
229,18,2.627240972,23,84,0.8,62.88,17.3
230,19,0.0,0,0,0.5,64.53,16.3
231,19,0.0,0,0,0.5,66.61,15.8
232,20,0.0,0,0,0.5,66.14,15.3
233,20,0.0,0,0,0.5,67.86,14.9
234,21,0.0,0,0,0.5,67.17,14.4
235,21,0.0,0,0,0.5,68.05,14.2
236,22,0.0,0,0,0.6,66.23,14.0
237,22,0.0,0,0,0.6,67.09,13.8
238,23,0.0,0,0,0.6,65.63,13.6
239,23,0.0,0,0,0.6,66.84,13.3
240,0,0.0,0,0,0.6,66.44,12.9
241,0,0.0,0,0,0.6,67.75,12.6
242,1,0.0,0,0,0.7,67.01,12.3
243,1,0.0,0,0,0.7,68.35,12.0
244,2,0.0,0,0,0.7,68.19,11.7
245,2,0.0,0,0,0.8,69.1,11.5
246,3,0.0,0,0,0.9,69.62,11.2
247,3,0.0,0,0,1.0,71.02,10.9
248,4,0.0,0,0,1.1,71.78,10.6
249,4,0.0,0,0,1.2,71.78,10.6
250,5,0.0,0,0,1.3,71.44,10.6
251,5,1.219861513,12,45,1.7,65.21,12.0
252,6,6.662218052,49,176,2.1,60.14,13.4
253,6,14.35635825,87,295,2.2,54.24,15.0
254,7,23.27002766,119,401,2.2,48.1,16.6
255,7,30.4946272,151,421,2.7,44.88,17.7
256,8,40.06480827,172,506,3.1,41.02,18.7
257,8,50.38545479,176,617,3.4,38.79,19.6
258,9,54.4195059,219,546,3.7,35.86,20.5
259,9,24.3947364,186,102,4.0,34.14,21.3
260,10,33.49555503,308,62,4.2,32.12,22.1
261,10,15.01191445,153,8,4.5,30.97,22.7
262,11,60.79778567,358,337,4.7,29.84,23.4
263,11,80.78206540000002,235,710,4.9,29.48,23.6
264,12,66.33302194,411,332,5.1,29.62,23.9
265,12,64.45662824,358,371,5.3,29.8,23.8
266,13,52.72876986,371,220,5.5,30.95,23.7
267,13,54.32394739,405,207,5.5,31.52,23.4
268,14,49.44522144,322,257,5.6,32.48,23.2
269,14,44.56657202,198,373,5.4,33.31,22.8
270,15,43.34704591,280,268,5.3,33.74,22.4
271,15,40.81400132,225,346,5.1,34.78,21.9
272,16,39.40679523,157,499,4.9,34.46,21.5
273,16,32.18221611,133,477,4.9,34.46,21.5
274,17,18.0147924,106,247,4.4,36.0,20.2
275,17,12.94831706,83,219,3.9,39.06,18.9
276,18,7.506378024,46,222,3.3,42.09,17.6
277,18,1.970454554,17,77,2.8,45.98,16.2
278,19,0.0,0,0,2.2,50.75,14.9
279,19,0.0,0,0,1.7,53.43,14.1
280,20,0.0,0,0,1.2,57.96,13.2
281,20,0.0,0,0,1.0,59.49,12.8
282,21,0.0,0,0,0.8,61.48,12.3
283,21,0.0,0,0,0.7,62.29,12.1
284,22,0.0,0,0,0.6,62.74,11.9
285,22,0.0,0,0,0.6,63.16,11.8
286,23,0.0,0,0,0.5,63.5,11.7
287,23,0.0,0,0,0.6,64.77,11.4
288,0,0.0,0,0,0.7,65.33,11.2
289,0,0.0,0,0,0.7,66.2,11.0
290,1,0.0,0,0,0.7,66.04,10.9
291,1,0.0,0,0,0.7,66.93,10.7
292,2,0.0,0,0,0.7,66.96,10.6
293,2,0.0,0,0,0.7,68.77,10.2
294,3,0.0,0,0,0.6,69.9,9.9
295,3,0.0,0,0,0.6,70.84,9.7
296,4,0.0,0,0,0.6,72.08,9.4
297,4,0.0,0,0,0.6,72.57,9.3
298,5,0.0,0,0,0.6,72.91,9.2
299,5,1.5013878180000002,14,80,0.6,65.53,10.8
300,6,7.69448571,45,294,0.7,59.34,12.3
301,6,16.13929816,70,460,0.4,52.1,14.3
302,7,25.52207803,87,582,0.2,44.24,16.2
303,7,35.27982159,100,671,0.6,39.49,18.0
304,8,44.94340096,108,741,1.1,32.78,19.7
305,8,54.13772815,116,791,1.4,30.26,21.0
306,9,62.48736864,118,832,1.7,26.09,22.3
307,9,69.99251252,122,861,1.9,24.42,23.4
308,10,76.37160357,123,885,2.1,21.63,24.5
309,10,81.53104042,125,901,2.4,20.5,25.4
310,11,85.37688463,127,912,2.6,18.67,26.3
311,11,87.72182483,129,917,2.9,18.0,26.9
312,12,88.5655245,128,919,3.1,16.8,27.6
313,12,87.53322229,142,896,3.3,16.49,27.9
314,13,85.84410097,129,908,3.5,15.81,28.3
315,13,81.80989732,138,879,3.7,15.81,28.3
316,14,76.83750677,134,863,4.0,16.03,28.3
317,14,70.55188725,135,834,4.1,16.31,28.0
318,15,58.16803516,212,603,4.2,17.68,27.6
319,15,50.85051236,180,599,4.3,18.41,26.9
320,16,45.78457747,126,692,4.3,20.72,26.2
321,16,34.71371653,126,560,4.3,20.72,26.2
322,17,22.14225738,123,330,4.0,26.21,24.0
323,17,14.91818837,82,310,3.5,29.39,22.1
324,18,7.881471672999999,49,235,3.0,36.6,20.2
325,18,2.251883704,19,96,2.8,39.91,18.8
326,19,0.0,0,0,2.6,45.03,17.5
327,19,0.0,0,0,2.4,46.82,16.9
328,20,0.0,0,0,2.2,50.3,16.3
329,20,0.0,0,0,2.3,51.93,15.8
330,21,0.0,0,0,2.4,54.26,15.2
331,21,0.0,0,0,2.7,55.31,14.9
332,22,0.0,0,0,3.0,55.48,14.5
333,22,0.0,0,0,3.1,56.2,14.3
334,23,0.0,0,0,3.2,54.87,14.0
335,23,0.0,0,0,3.2,55.58,13.8
0,0,0.0,0,0,1.4,69.73,-4.3
1,0,0.0,0,0,1.4,70.25,-4.4
2,1,0.0,0,0,1.4,69.57,-4.6
3,1,0.0,0,0,1.4,70.63,-4.8
4,2,0.0,0,0,1.4,70.13,-5.0
5,2,0.0,0,0,1.5,70.66,-5.1
6,3,0.0,0,0,1.6,69.94,-5.2
7,3,0.0,0,0,1.8,69.41,-5.1
8,4,0.0,0,0,2.1,67.72,-4.9
9,4,0.0,0,0,2.4,67.21,-4.8
10,5,0.0,0,0,2.7,65.93,-4.6
11,5,0.0,0,0,3.0,63.98,-4.2
12,6,0.0,0,0,3.3,62.93,-3.7
13,6,3.4724554210000003,23,214,3.6,56.29,-2.2
14,7,10.88643754,46,437,3.8,54.72,-0.7
15,7,19.23856117,66,539,3.6,47.7,1.2
16,8,26.93342323,101,534,3.3,45.22,3.1
17,8,36.41117569,110,640,2.9,40.93,4.5
18,9,46.54552902,103,765,2.5,39.25,5.9
19,9,54.23990025,123,781,2.2,36.39,7.0
20,10,61.65263461,130,821,1.9,35.88,8.0
21,10,67.75161461,140,844,1.8,33.99,8.8
22,11,72.53675568,143,868,1.8,33.7,9.6
23,11,75.72683071,148,880,1.8,32.59,10.1
24,12,76.94629484,152,879,1.9,32.64,10.6
25,12,76.85228895,148,886,1.9,32.21,10.8
26,13,75.91383813,133,912,2.0,32.75,10.9
27,13,72.53579898,123,912,2.2,32.97,10.8
28,14,66.34264714,126,865,2.4,33.76,10.7
29,14,59.21130749,121,824,2.6,34.67,10.3
30,15,51.42309797,113,782,2.7,36.49,9.8
31,15,39.97524152,144,584,2.6,38.5,9.0
32,16,23.36598995,144,261,2.4,41.94,8.3
33,16,14.2635762,107,143,2.4,41.94,8.3
34,17,7.601243662000001,78,13,1.4,56.88,5.2
35,17,3.847602289,41,4,1.2,62.72,3.8
36,18,0.84460862,9,1,1.0,63.28,2.4
37,18,0.0,0,0,0.9,66.99,1.6
38,19,0.0,0,0,0.8,68.9,0.9
39,19,0.0,0,0,0.9,71.52,0.4
40,20,0.0,0,0,0.9,72.33,-0.1
41,20,0.0,0,0,1.0,72.86,-0.2
42,21,0.0,0,0,1.0,72.62,-0.3
43,21,0.0,0,0,1.0,73.69,-0.5
44,22,0.0,0,0,1.0,73.87,-0.6
45,22,0.0,0,0,1.0,74.96,-0.8
46,23,0.0,0,0,1.0,75.89,-1.1
47,23,0.0,0,0,1.0,77.48,-1.4
48,0,0.0,0,0,1.1,76.59,-1.7
49,0,0.0,0,0,1.1,78.31,-2.0
50,1,0.0,0,0,1.1,76.63,-2.4
51,1,0.0,0,0,1.1,78.35,-2.7
52,2,0.0,0,0,1.1,76.51,-3.1
53,2,0.0,0,0,1.1,77.66,-3.3
54,3,0.0,0,0,1.1,75.1,-3.5
55,3,0.0,0,0,1.1,76.8,-3.8
56,4,0.0,0,0,1.1,74.22,-4.0
57,4,0.0,0,0,1.2,75.91,-4.3
58,5,0.0,0,0,1.2,73.47,-4.5
59,5,0.0,0,0,1.3,70.76,-4.0
60,6,0.09385159,1,10,1.4,68.32,-3.6
61,6,3.941701822,26,237,2.2,61.12,-2.1
62,7,12.48186373,48,510,2.9,53.37,-0.7
63,7,23.64953518,60,732,3.1,48.93,0.5
64,8,34.34771919,71,831,3.4,46.85,1.6
65,8,44.76425685,81,900,3.2,44.25,2.4
66,9,51.23919541,96,868,3.0,42.64,3.1
67,9,59.77866712,107,902,2.9,40.88,3.7
68,10,67.84888356,102,960,2.8,39.46,4.2
69,10,68.69309799,146,844,2.8,38.1,4.7
70,11,64.18827982,255,588,2.8,36.71,5.2
71,11,73.57220781,193,784,3.0,35.67,5.6
72,12,80.98546683,145,940,3.2,34.96,5.9
73,12,82.11147809,125,985,3.5,34.72,6.0
74,13,78.35772440000002,135,939,3.8,34.31,6.1
75,13,75.9179266,114,969,4.0,34.54,6.0
76,14,70.56910543,108,953,4.2,34.54,5.8
77,14,66.72180771,97,985,4.3,35.27,5.5
78,15,55.93020002,88,907,4.3,35.65,5.1
79,15,46.92161816,80,863,4.2,37.17,4.5
80,16,35.0037195,86,709,4.0,37.96,4.0
81,16,24.68090678,77,585,4.0,37.96,4.0
82,17,16.42305368,55,537,2.6,46.25,1.8
83,17,8.352461098,37,415,1.9,52.65,0.0
84,18,2.158541509,17,209,1.2,58.69,-1.7
85,18,0.0,0,0,1.1,61.88,-2.4
86,19,0.0,0,0,1.0,61.55,-3.1
87,19,0.0,0,0,1.0,62.94,-3.4
88,20,0.0,0,0,1.0,61.62,-3.8
89,20,0.0,0,0,1.1,62.55,-4.0
90,21,0.0,0,0,1.2,62.28,-4.3
91,21,0.0,0,0,1.3,64.67,-4.8
92,22,0.0,0,0,1.5,65.13,-5.3
93,22,0.0,0,0,1.7,66.63,-5.6
94,23,0.0,0,0,1.8,65.77,-6.0
95,23,0.0,0,0,2.0,66.27,-6.1
96,0,0.0,0,0,2.1,63.17,-6.3
97,0,0.0,0,0,2.2,63.17,-6.3
98,1,0.0,0,0,2.4,58.53,-6.3
99,1,0.0,0,0,2.4,58.53,-6.3
100,2,0.0,0,0,2.5,53.52,-6.3
101,2,0.0,0,0,2.5,52.71,-6.1
102,3,0.0,0,0,2.4,48.43,-5.9
103,3,0.0,0,0,2.2,47.7,-5.7
104,4,0.0,0,0,2.1,46.21,-5.5
105,4,0.0,0,0,1.9,44.83,-5.1
106,5,0.0,0,0,1.8,45.16,-4.8
107,5,0.0,0,0,1.7,42.2,-3.9
108,6,0.281552605,4,42,1.6,45.05,-2.9
109,6,5.724770859,26,473,2.2,38.6,-0.8
110,7,15.10929241,40,706,2.8,28.7,1.3
111,7,25.33817505,50,820,3.1,25.98,2.7
112,8,36.12980481,60,904,3.3,23.16,4.1
113,8,46.26435957,67,956,3.3,21.45,5.2
114,9,55.64793824,74,991,3.3,23.09,6.3
115,9,63.62382618,79,1010,3.3,21.71,7.2
116,10,70.56724401,84,1025,3.2,23.37,8.2
117,10,76.38470039,90,1036,3.2,22.29,8.9
118,11,80.79440879,95,1042,3.1,24.06,9.7
119,11,83.60908551,97,1047,3.1,23.27,10.2
120,12,84.54699445,98,1045,3.0,25.01,10.7
121,12,84.07753301,98,1042,2.9,24.52,11.0
122,13,82.01285887,96,1037,2.8,25.94,11.3
123,13,78.44699617,93,1030,2.7,25.73,11.4
124,14,73.47360107,91,1018,2.6,26.69,11.5
125,14,66.99898956,86,1001,2.5,26.87,11.4
126,15,59.39839442,81,979,2.4,27.73,11.2
127,15,50.57805772,74,948,2.2,28.66,10.7
128,16,41.00688015,67,904,2.0,30.69,10.3
129,16,30.77861942,59,840,2.0,30.69,10.3
130,17,20.081967,46,742,1.1,46.73,6.7
131,17,10.13495813,34,573,1.1,50.76,5.5
132,18,2.15839918,16,206,1.2,42.45,4.3
