,id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
982,10.csv_Day7_11h00m,21.73,36.13,49.85,57.18,64.28,68.59,73.39,78.69,82.94
983,10.csv_Day7_11h30m,22.61,35.9,50.32,59.85,69.64,72.28,75.36,80.57,82.65
984,10.csv_Day7_12h00m,22.07,32.88,48.84,57.57,67.91,70.34,74.44,80.08,83.82
985,10.csv_Day7_12h30m,20.98,29.93,43.95,51.67,60.21,66.95,71.39,78.05,81.47
986,10.csv_Day7_13h00m,19.63,30.09,42.1,50.53,58.38,66.21,72.72,79.11,83.33
987,10.csv_Day7_13h30m,15.67,28.34,38.03,46.13,55.89,60.06,68.2,74.47,77.36
988,10.csv_Day7_14h00m,16.37,28.88,39.34,46.15,53.63,60.59,66.73,71.4,76.09
989,10.csv_Day7_14h30m,20.45,28.45,36.52,41.02,47.03,54.55,59.26,66.45,69.71
990,10.csv_Day7_15h00m,10.63,16.39,26.69,31.97,37.21,44.64,50.93,56.4,59.1
991,10.csv_Day7_15h30m,7.71,13.14,21.47,26.13,30.5,36.56,40.79,44.87,49.82
992,10.csv_Day7_16h00m,6.82,10.78,17.83,20.9,24.0,30.08,33.65,37.94,39.97
993,10.csv_Day7_16h30m,4.15,7.02,12.11,14.82,19.33,20.62,25.12,26.63,31.0
994,10.csv_Day7_17h00m,2.44,4.97,7.2,9.59,11.44,14.16,16.01,17.17,22.39
995,10.csv_Day7_17h30m,1.55,3.71,3.98,4.96,6.59,7.01,8.55,9.45,10.43
996,10.csv_Day7_18h00m,0.51,1.18,1.13,1.48,2.01,2.74,3.24,4.3,4.29
997,10.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
998,10.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
999,10.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1000,10.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,10.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,10.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,10.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,10.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,10.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,10.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,10.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,10.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,10.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,10.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,10.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,10.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,10.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,10.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,10.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,10.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,10.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1018,10.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1019,10.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1020,10.csv_Day8_6h00m,0.75,1.62,1.31,2.01,1.87,1.78,2.45,2.01,2.13
1021,10.csv_Day8_6h30m,1.97,4.09,4.67,5.27,5.58,6.19,7.07,7.53,8.69
1022,10.csv_Day8_7h00m,5.33,10.07,12.5,14.29,13.87,14.52,15.87,16.49,17.1
1023,10.csv_Day8_7h30m,9.19,16.2,20.13,22.85,24.05,25.08,25.81,26.25,27.87
1024,10.csv_Day8_8h00m,13.44,23.15,27.25,32.51,33.34,34.69,36.93,37.89,39.47
1025,10.csv_Day8_8h30m,19.82,32.15,39.25,40.68,43.41,43.99,46.79,47.04,48.78
1026,10.csv_Day8_9h00m,24.8,39.06,47.79,49.73,54.03,55.0,58.63,60.05,59.46
1027,10.csv_Day8_9h30m,27.16,48.48,55.13,60.75,63.09,64.76,67.79,67.78,66.68
1028,10.csv_Day8_10h00m,28.95,47.91,57.0,63.23,66.59,70.9,71.49,74.0,73.35
1029,10.csv_Day8_10h30m,27.31,46.77,62.33,69.37,72.95,75.61,78.0,79.06,80.36
1030,10.csv_Day8_11h00m,24.02,45.05,60.58,69.05,73.54,76.0,80.67,84.31,84.83
1031,10.csv_Day8_11h30m,27.56,45.11,61.61,69.81,75.63,79.79,82.6,83.91,86.22
1032,10.csv_Day8_12h00m,25.87,44.12,59.31,68.3,74.83,78.05,82.59,84.37,87.87
1033,10.csv_Day8_12h30m,24.18,40.68,57.11,70.56,73.0,78.64,80.81,85.14,86.24
1034,10.csv_Day8_13h00m,23.4,40.0,56.72,64.55,72.23,73.23,77.99,81.97,85.78
1035,10.csv_Day8_13h30m,20.39,39.12,49.74,61.26,66.53,70.78,72.31,78.38,79.81
1036,10.csv_Day8_14h00m,19.84,39.21,49.97,59.11,63.69,69.31,72.42,74.64,75.91
1037,10.csv_Day8_14h30m,22.38,39.47,46.82,55.25,57.25,62.37,67.27,67.99,68.05
1038,10.csv_Day8_15h00m,14.56,29.2,40.03,43.24,47.39,53.28,57.68,57.94,59.91
1039,10.csv_Day8_15h30m,10.86,20.59,29.66,33.96,37.41,41.93,44.58,45.99,49.3
1040,10.csv_Day8_16h00m,6.06,16.27,20.08,26.06,31.44,34.57,38.26,38.14,42.94
1041,10.csv_Day8_16h30m,5.07,11.04,14.64,17.79,23.19,25.12,26.33,28.91,31.64
1042,10.csv_Day8_17h00m,2.66,6.92,8.51,12.12,14.53,15.22,17.75,21.49,21.0
1043,10.csv_Day8_17h30m,2.07,4.1,4.92,6.35,8.07,7.99,10.43,11.15,12.14
1044,10.csv_Day8_18h00m,0.69,1.45,1.62,2.26,2.83,2.62,3.58,3.93,4.33
1045,10.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1046,10.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1047,10.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1048,10.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,10.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,10.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,10.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,10.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,10.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,10.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,10.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,11.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,11.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,11.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,11.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,11.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,11.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,11.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,11.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,11.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,11.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1066,11.csv_Day7_5h00m,1.96,2.74,3.07,2.55,2.55,2.46,2.4,2.65,2.77
1067,11.csv_Day7_5h30m,8.63,9.33,9.03,8.58,8.54,8.45,8.81,9.32,10.53
1068,11.csv_Day7_6h00m,14.78,16.45,15.16,17.44,16.57,16.84,16.82,16.4,17.75
1069,11.csv_Day7_6h30m,19.01,23.1,23.89,25.26,24.99,25.34,25.07,25.82,25.97
1070,11.csv_Day7_7h00m,25.34,30.75,33.0,32.67,34.08,35.46,34.66,35.65,35.56
1071,11.csv_Day7_7h30m,36.28,45.64,45.86,44.79,43.97,44.9,45.47,45.53,45.87
1072,11.csv_Day7_8h00m,46.23,54.07,54.82,54.88,54.32,54.96,55.12,55.59,55.83
1073,11.csv_Day7_8h30m,46.53,59.21,62.52,63.61,62.24,63.75,63.66,64.91,66.74
1074,11.csv_Day7_9h00m,47.03,61.18,69.34,71.11,70.17,71.06,71.13,72.43,72.75
1075,11.csv_Day7_9h30m,45.56,65.05,74.27,76.26,78.34,79.16,78.8,79.07,80.26
1076,11.csv_Day7_10h00m,46.09,64.3,73.95,77.57,82.23,84.43,84.33,84.65,85.29
1077,11.csv_Day7_10h30m,50.52,65.32,73.91,78.96,83.64,87.02,88.19,89.49,88.71
1078,11.csv_Day7_11h00m,49.53,66.77,74.02,79.49,83.85,88.55,91.07,93.26,93.25
1079,11.csv_Day7_11h30m,48.24,68.61,74.26,79.09,86.62,89.6,92.16,93.96,94.85
1080,11.csv_Day7_12h00m,39.45,63.7,75.35,79.73,86.19,89.1,93.37,93.97,95.19
1081,11.csv_Day7_12h30m,39.32,57.56,72.68,79.63,86.59,88.5,92.77,94.45,94.58
1082,11.csv_Day7_13h00m,33.45,53.92,70.95,77.36,85.58,88.91,91.66,94.03,92.89
1083,11.csv_Day7_13h30m,30.34,47.97,66.26,75.7,82.84,87.39,89.35,90.57,90.45
1084,11.csv_Day7_14h00m,27.52,46.52,62.33,71.03,78.76,82.89,83.29,85.3,86.01
1085,11.csv_Day7_14h30m,22.48,40.83,57.38,66.49,73.45,76.35,77.76,78.98,80.61
1086,11.csv_Day7_15h00m,21.51,37.05,53.07,60.35,67.86,70.37,72.41,71.92,73.79
1087,11.csv_Day7_15h30m,19.86,34.19,45.96,53.48,59.77,62.29,64.75,63.78,65.9
1088,11.csv_Day7_16h00m,19.82,30.83,40.73,48.92,52.58,54.05,57.08,55.65,57.38
1089,11.csv_Day7_16h30m,13.42,24.24,33.07,40.63,43.19,44.23,47.05,46.99,49.61
1090,11.csv_Day7_17h00m,6.58,18.9,25.23,27.97,33.48,33.22,35.12,37.33,37.13
1091,11.csv_Day7_17h30m,5.76,12.89,18.61,18.71,22.46,24.77,25.65,27.89,30.0
1092,11.csv_Day7_18h00m,5.15,9.99,13.48,12.79,15.46,16.45,17.3,19.3,20.27
1093,11.csv_Day7_18h30m,4.57,6.72,9.61,8.19,9.28,9.98,11.34,12.69,12.96
1094,11.csv_Day7_19h00m,2.15,2.89,4.61,2.55,3.54,4.69,5.17,4.89,6.46
1095,11.csv_Day7_19h30m,1.09,1.07,2.72,0.28,0.83,1.04,1.19,0.94,1.21
1096,11.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,11.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,11.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,11.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,11.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,11.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,11.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,11.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,11.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,11.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,11.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,11.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,11.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,11.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,11.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,11.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,11.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,11.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1114,11.csv_Day8_5h00m,1.83,2.01,2.05,2.19,2.05,2.21,2.28,2.89,2.97
1115,11.csv_Day8_5h30m,7.14,8.86,8.76,8.12,8.07,8.48,7.99,8.77,9.74
1116,11.csv_Day8_6h00m,10.91,14.25,14.9,16.52,15.97,15.68,16.57,17.89,17.11
1117,11.csv_Day8_6h30m,14.37,20.12,20.28,22.08,22.19,22.41,23.52,24.83,25.53
1118,11.csv_Day8_7h00m,20.87,26.43,31.84,33.06,32.57,32.79,33.36,35.32,35.58
1119,11.csv_Day8_7h30m,28.53,40.93,45.64,43.66,42.18,44.33,44.19,44.58,45.62
1120,11.csv_Day8_8h00m,33.29,47.04,53.36,53.39,53.0,54.54,54.51,55.67,55.51
1121,11.csv_Day8_8h30m,36.15,52.97,59.11,61.17,63.34,62.92,64.6,65.28,64.67
1122,11.csv_Day8_9h00m,36.77,59.15,65.7,70.66,68.69,72.34,72.22,73.35,72.15
1123,11.csv_Day8_9h30m,35.3,61.35,69.65,77.83,77.07,79.35,79.71,79.37,80.14
1124,11.csv_Day8_10h00m,35.15,61.9,69.39,79.12,77.83,84.16,85.36,85.44,84.53
1125,11.csv_Day8_10h30m,36.45,63.37,69.39,79.06,84.77,87.77,88.36,88.69,89.03
1126,11.csv_Day8_11h00m,34.58,62.35,68.99,79.1,84.77,88.07,91.06,92.04,92.08
1127,11.csv_Day8_11h30m,33.21,58.55,67.94,78.92,84.36,88.53,92.25,93.68,95.88
1128,11.csv_Day8_12h00m,29.78,57.37,66.44,76.46,83.65,87.9,91.98,94.52,95.1
1129,11.csv_Day8_12h30m,26.25,53.2,65.11,70.29,81.23,85.53,89.89,93.69,95.31
1130,11.csv_Day8_13h00m,23.85,46.07,60.06,63.59,77.95,85.12,90.27,92.92,93.75
1131,11.csv_Day8_13h30m,17.66,41.14,54.75,59.62,72.56,80.34,86.37,90.27,90.33
1132,11.csv_Day8_14h00m,17.04,39.97,51.3,58.88,69.71,75.84,82.22,85.19,85.44
1133,11.csv_Day8_14h30m,11.12,37.08,48.14,56.92,63.15,68.98,74.7,78.75,79.56
1134,11.csv_Day8_15h00m,9.61,34.85,43.02,48.21,56.37,62.7,68.32,73.26,73.89
1135,11.csv_Day8_15h30m,8.69,29.2,33.17,41.15,46.48,56.0,60.88,64.39,65.54
1136,11.csv_Day8_16h00m,8.08,23.28,29.23,34.4,42.56,50.13,53.61,56.56,57.68
1137,11.csv_Day8_16h30m,5.98,21.03,23.7,29.14,34.21,38.44,42.83,44.87,47.3
1138,11.csv_Day8_17h00m,4.52,14.5,19.11,22.26,28.01,32.43,33.73,34.32,36.32
1139,11.csv_Day8_17h30m,3.11,10.68,14.66,17.64,20.69,23.1,25.4,26.9,28.27
1140,11.csv_Day8_18h00m,1.95,6.55,9.23,10.58,12.98,15.92,17.87,19.01,20.78
1141,11.csv_Day8_18h30m,2.11,4.73,6.09,6.76,7.46,10.47,10.76,11.24,12.67
1142,11.csv_Day8_19h00m,1.05,1.61,1.96,2.48,3.01,4.32,5.09,5.58,5.87
1143,11.csv_Day8_19h30m,0.0,0.0,0.0,0.19,0.18,0.31,0.39,1.06,1.27
1144,11.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,11.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,11.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,11.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,11.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,11.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,11.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,11.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,12.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,12.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,12.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,12.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,12.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,12.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,12.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,12.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,12.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,12.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1162,12.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1163,12.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1164,12.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.06,0.25
1165,12.csv_Day7_6h30m,0.96,0.88,1.78,1.51,1.79,1.81,2.36,2.91,3.04
1166,12.csv_Day7_7h00m,5.53,6.46,7.81,8.23,9.38,9.63,9.65,10.63,12.41
1167,12.csv_Day7_7h30m,13.32,14.75,18.32,20.17,19.97,21.27,20.42,20.63,22.56
1168,12.csv_Day7_8h00m,20.82,20.33,26.06,29.34,29.35,30.96,30.23,31.78,31.99
1169,12.csv_Day7_8h30m,24.47,26.57,36.76,38.76,39.75,41.08,39.09,40.48,43.37
1170,12.csv_Day7_9h00m,34.53,33.55,40.08,46.07,48.1,48.17,49.13,51.42,50.59
1171,12.csv_Day7_9h30m,42.7,41.61,52.95,55.05,55.74,57.02,58.19,58.05,59.63
1172,12.csv_Day7_10h00m,43.16,48.27,55.77,59.18,58.93,60.7,63.43,63.26,64.56
1173,12.csv_Day7_10h30m,55.09,61.68,57.93,57.79,64.08,67.61,69.15,69.21,69.0
1174,12.csv_Day7_11h00m,59.44,62.75,60.36,59.85,66.76,70.15,72.69,72.49,73.89
1175,12.csv_Day7_11h30m,59.88,65.59,61.38,60.48,68.05,72.84,73.94,76.04,77.65
1176,12.csv_Day7_12h00m,56.0,63.95,61.62,61.03,68.58,71.71,73.96,76.61,77.12
1177,12.csv_Day7_12h30m,55.37,63.67,58.47,62.05,69.21,71.4,74.08,76.72,77.2
1178,12.csv_Day7_13h00m,51.54,59.78,58.84,59.52,66.93,68.96,73.54,74.79,75.5
1179,12.csv_Day7_13h30m,49.88,56.34,57.65,60.0,64.51,68.11,70.8,71.29,72.65
1180,12.csv_Day7_14h00m,48.55,53.11,49.23,57.66,60.32,62.08,65.12,65.3,66.92
1181,12.csv_Day7_14h30m,40.15,37.72,48.16,53.03,53.96,54.63,59.56,59.75,60.6
1182,12.csv_Day7_15h00m,31.06,33.27,39.11,42.75,47.07,49.1,52.84,50.52,54.78
1183,12.csv_Day7_15h30m,29.1,28.02,30.98,35.55,38.81,41.25,43.6,43.69,45.14
1184,12.csv_Day7_16h00m,16.89,20.14,26.15,28.94,29.42,31.77,34.33,35.16,35.1
1185,12.csv_Day7_16h30m,12.47,12.52,21.07,21.97,23.48,25.35,25.36,25.8,26.01
1186,12.csv_Day7_17h00m,5.35,8.13,10.17,10.41,12.36,13.23,14.93,15.39,18.0
1187,12.csv_Day7_17h30m,2.19,3.42,4.32,4.87,5.55,5.88,6.87,8.32,8.02
1188,12.csv_Day7_18h00m,0.53,0.52,1.25,1.31,1.62,1.75,1.56,1.7,2.05
1189,12.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1190,12.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1191,12.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1192,12.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,12.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,12.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,12.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,12.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,12.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,12.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,12.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,12.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,12.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,12.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,12.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,12.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,12.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,12.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,12.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,12.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,12.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1210,12.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1211,12.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1212,12.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.4,0.32
1213,12.csv_Day8_6h30m,1.21,1.17,0.92,1.98,2.11,2.67,3.4,3.08,3.23
1214,12.csv_Day8_7h00m,6.07,7.61,7.76,9.16,9.61,11.36,12.07,12.85,12.98
1215,12.csv_Day8_7h30m,7.4,12.41,14.13,16.23,17.38,19.4,20.16,21.46,21.28
1216,12.csv_Day8_8h00m,13.45,19.12,24.46,27.81,29.29,30.37,31.21,31.47,32.37
1217,12.csv_Day8_8h30m,18.0,25.12,31.77,37.96,39.54,39.77,41.26,40.83,41.34
1218,12.csv_Day8_9h00m,24.36,30.59,38.28,43.06,43.05,46.42,50.32,50.36,51.05
1219,12.csv_Day8_9h30m,27.72,37.74,43.43,48.7,49.28,53.6,57.89,57.84,57.57
1220,12.csv_Day8_10h00m,25.81,43.36,46.59,51.86,47.37,55.28,61.3,62.9,63.12
1221,12.csv_Day8_10h30m,27.18,49.7,54.71,61.82,55.22,65.17,68.61,69.48,70.52
1222,12.csv_Day8_11h00m,23.51,43.7,52.94,61.75,57.11,67.37,70.82,73.83,74.11
1223,12.csv_Day8_11h30m,23.51,44.45,53.26,61.96,57.19,67.89,72.59,75.63,76.62
1224,12.csv_Day8_12h00m,20.82,43.06,50.48,59.95,55.58,68.21,72.23,75.29,76.13
1225,12.csv_Day8_12h30m,19.83,42.76,46.68,57.85,53.71,64.05,67.97,73.58,75.18
1226,12.csv_Day8_13h00m,19.85,40.75,45.71,56.52,51.3,63.0,66.19,72.56,74.02
1227,12.csv_Day8_13h30m,17.89,39.62,44.45,55.95,50.88,61.03,64.73,68.75,73.03
1228,12.csv_Day8_14h00m,17.2,33.95,41.74,47.27,44.2,53.39,59.41,62.43,64.84
1229,12.csv_Day8_14h30m,13.56,30.04,33.1,42.08,42.76,48.42,53.98,56.42,59.78
1230,12.csv_Day8_15h00m,17.28,22.74,25.54,34.78,37.14,42.73,46.63,48.16,53.7
1231,12.csv_Day8_15h30m,13.13,19.71,19.35,28.52,27.35,35.2,37.5,40.3,43.66
1232,12.csv_Day8_16h00m,6.98,17.05,21.29,24.24,26.92,29.62,31.83,34.15,34.74
1233,12.csv_Day8_16h30m,5.43,12.69,17.1,20.13,21.49,22.91,24.69,25.71,25.21
1234,12.csv_Day8_17h00m,4.69,8.4,10.74,11.4,12.47,14.25,15.5,17.0,17.34
1235,12.csv_Day8_17h30m,2.51,4.03,3.52,4.92,5.86,6.74,8.02,7.78,7.98
1236,12.csv_Day8_18h00m,1.36,1.24,0.95,1.62,1.73,2.01,2.12,1.77,2.26
1237,12.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1238,12.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1239,12.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
1240,12.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,12.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,12.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,12.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,12.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
